date,time,close
03-02-2017,12:30:00,8719.15039
03-02-2017,13:30:00,8715.40039
03-02-2017,14:30:00,8735.25
03-02-2017,15:30:00,8738.5498
06-02-2017,09:30:00,8785
06-02-2017,10:30:00,8799.2002
06-02-2017,11:30:00,8801.2002
06-02-2017,12:30:00,8801.2998
06-02-2017,13:30:00,8795.75
06-02-2017,14:30:00,8802.7002
06-02-2017,15:30:00,8796.09961
07-02-2017,09:30:00,8798.09961
07-02-2017,10:30:00,8785.75
07-02-2017,11:30:00,8774.7002
07-02-2017,12:30:00,8783.25
07-02-2017,13:30:00,8776.84961
07-02-2017,14:30:00,8766.40039
07-02-2017,15:30:00,8770.75
08-02-2017,09:30:00,8772.90039
08-02-2017,10:30:00,8776.9502
08-02-2017,11:30:00,8774.2002
08-02-2017,12:30:00,8765.7002
08-02-2017,13:30:00,8757.59961
08-02-2017,14:30:00,8748.2002
08-02-2017,15:30:00,8775.7998
09-02-2017,09:30:00,8814.4502
09-02-2017,10:30:00,8750.7998
09-02-2017,11:30:00,8728.9502
09-02-2017,12:30:00,8758.9502
09-02-2017,13:30:00,8766.65039
09-02-2017,14:30:00,8766.90039
09-02-2017,15:30:00,8786.5498
10-02-2017,09:30:00,8796.7998
10-02-2017,10:30:00,8801.09961
10-02-2017,11:30:00,8792.7998
10-02-2017,12:30:00,8794.65039
10-02-2017,13:30:00,8790.90039
10-02-2017,14:30:00,8806.34961
10-02-2017,15:30:00,8794.0498
13-02-2017,09:30:00,8796.5498
13-02-2017,10:30:00,8804.2002
13-02-2017,11:30:00,8789.4502
13-02-2017,12:30:00,8765.40039
13-02-2017,13:30:00,8775.7998
13-02-2017,14:30:00,8793.7998
13-02-2017,15:30:00,8802.0498
14-02-2017,09:30:00,8785
14-02-2017,10:30:00,8797.09961
14-02-2017,11:30:00,8793.75
14-02-2017,12:30:00,8790.5
14-02-2017,13:30:00,8801.2002
14-02-2017,14:30:00,8797.5498
14-02-2017,15:30:00,8784.15039
15-02-2017,09:30:00,8793.2002
15-02-2017,10:30:00,8779.7998
15-02-2017,11:30:00,8755.7998
15-02-2017,12:30:00,8733.84961
15-02-2017,13:30:00,8728.5
15-02-2017,14:30:00,8736.4502
15-02-2017,15:30:00,8728.2002
16-02-2017,09:30:00,8736.65039
16-02-2017,10:30:00,8729.34961
16-02-2017,11:30:00,8750.40039
16-02-2017,12:30:00,8759.0498
16-02-2017,13:30:00,8757.15039
16-02-2017,14:30:00,8766.40039
16-02-2017,15:30:00,8777.7998
17-02-2017,09:30:00,8846.75
17-02-2017,10:30:00,8816.34961
17-02-2017,11:30:00,8828.34961
17-02-2017,12:30:00,8851.4502
17-02-2017,13:30:00,8816.5
17-02-2017,14:30:00,8835.0498
17-02-2017,15:30:00,8816.9502
20-02-2017,09:30:00,8812.15039
20-02-2017,10:30:00,8829.0498
20-02-2017,11:30:00,8834.75
20-02-2017,12:30:00,8838.25
20-02-2017,13:30:00,8852.2998
20-02-2017,14:30:00,8863
20-02-2017,15:30:00,8884.25
21-02-2017,09:30:00,8880
21-02-2017,10:30:00,8873.75
21-02-2017,11:30:00,8868.25
21-02-2017,12:30:00,8867.5498
21-02-2017,13:30:00,8865.75
21-02-2017,14:30:00,8884.65039
21-02-2017,15:30:00,8903.25
22-02-2017,09:30:00,8934.9502
22-02-2017,10:30:00,8934.5498
22-02-2017,11:30:00,8942.59961
22-02-2017,12:30:00,8956.2998
22-02-2017,13:30:00,8915.09961
22-02-2017,14:30:00,8920.7002
22-02-2017,15:30:00,8930.09961
23-02-2017,09:30:00,8942
23-02-2017,10:30:00,8946.7002
23-02-2017,11:30:00,8964.0498
23-02-2017,12:30:00,8956
23-02-2017,13:30:00,8975.2002
23-02-2017,14:30:00,8957.25
23-02-2017,15:30:00,8941.2002
27-02-2017,09:30:00,8942.75
27-02-2017,10:30:00,8929.5498
27-02-2017,11:30:00,8919.4502
27-02-2017,12:30:00,8924.59961
