,Date_time,close
0,2001-07-11 10:00:00,856.5700099999999
1,2001-07-11 11:00:00,864.7000099999999
2,2001-07-11 12:00:00,866.69
3,2001-07-11 13:00:00,867.9500099999999
4,2001-07-11 14:00:00,872.56
5,2001-07-11 15:00:00,879.7899800000001
6,2001-07-11 16:00:00,884.8499800000001
7,2001-07-12 10:00:00,902.5200199999999
8,2001-07-12 11:00:00,905.7199699999999
9,2001-07-12 12:00:00,908.3200099999999
10,2001-07-12 13:00:00,913.69
11,2001-07-12 14:00:00,914.63
12,2001-07-12 15:00:00,924.9699699999999
13,2001-07-12 16:00:00,930.44
14,2001-07-13 10:00:00,953.2199699999999
15,2001-07-13 11:00:00,941.62
16,2001-07-13 12:00:00,938.5499900000001
17,2001-07-13 13:00:00,933.0900300000001
18,2001-07-13 14:00:00,928.88
19,2001-07-13 15:00:00,913.1699800000001
20,2001-07-13 16:00:00,898.1500199999999
21,2001-07-16 10:00:00,904.89001
22,2001-07-16 11:00:00,908.9299900000001
23,2001-07-16 12:00:00,902.6699800000001
24,2001-07-16 13:00:00,907.0
25,2001-07-16 14:00:00,904.2999900000001
26,2001-07-16 15:00:00,884.56
27,2001-07-16 16:00:00,885.1799900000001
28,2001-07-17 10:00:00,879.81
29,2001-07-17 11:00:00,884.5200199999999
30,2001-07-17 12:00:00,882.51001
31,2001-07-17 13:00:00,881.2700199999999
32,2001-07-17 14:00:00,895.1799900000001
33,2001-07-17 15:00:00,887.88
34,2001-07-17 16:00:00,884.81
35,2001-07-18 10:00:00,895.2199699999999
36,2001-07-18 11:00:00,892.31
37,2001-07-18 12:00:00,889.1799900000001
38,2001-07-18 13:00:00,889.37
39,2001-07-18 14:00:00,888.0
40,2001-07-18 15:00:00,889.63
41,2001-07-18 16:00:00,887.81
42,2001-07-19 10:00:00,878.0499900000001
43,2001-07-19 11:00:00,874.2299800000001
44,2001-07-19 12:00:00,871.81
45,2001-07-19 13:00:00,877.19
46,2001-07-19 14:00:00,876.4600199999999
47,2001-07-19 15:00:00,879.5399800000001
48,2001-07-19 16:00:00,885.26001
49,2001-07-20 10:00:00,891.44
50,2001-07-20 11:00:00,876.8499800000001
51,2001-07-20 12:00:00,875.3200099999999
52,2001-07-20 13:00:00,877.56
53,2001-07-20 14:00:00,879.9699699999999
54,2001-07-20 15:00:00,882.62
55,2001-07-20 16:00:00,880.62
56,2001-07-23 10:00:00,878.4699699999999
57,2001-07-23 11:00:00,863.4199800000001
58,2001-07-23 12:00:00,862.1699800000001
59,2001-07-23 13:00:00,856.6500199999999
60,2001-07-23 14:00:00,857.9000199999999
61,2001-07-23 15:00:00,858.4199800000001
62,2001-07-23 16:00:00,859.9099699999999
63,2001-07-24 10:00:00,849.48999
64,2001-07-24 11:00:00,841.88
65,2001-07-24 12:00:00,841.9099699999999
66,2001-07-24 13:00:00,843.0300300000001
67,2001-07-24 14:00:00,842.0300300000001
68,2001-07-24 15:00:00,845.48999
69,2001-07-24 16:00:00,845.8400300000001
70,2001-07-25 10:00:00,829.8200099999999
71,2001-07-25 11:00:00,830.8200099999999
72,2001-07-25 12:00:00,829.78003
73,2001-07-25 13:00:00,830.51001
74,2001-07-25 14:00:00,829.40997
75,2001-07-25 15:00:00,827.1799900000001
76,2001-07-25 16:00:00,825.53998
77,2001-07-26 10:00:00,820.5700099999999
78,2001-07-26 11:00:00,809.5700099999999
79,2001-07-26 12:00:00,812.46002
80,2001-07-26 13:00:00,812.5
81,2001-07-26 14:00:00,816.64001
82,2001-07-26 15:00:00,810.73999
83,2001-07-26 16:00:00,816.66998
84,2001-07-27 10:00:00,819.09998
85,2001-07-27 11:00:00,829.03998
86,2001-07-27 12:00:00,822.9500099999999
87,2001-07-27 13:00:00,820.3200099999999
88,2001-07-27 14:00:00,821.97998
89,2001-07-27 15:00:00,822.97998
90,2001-07-27 16:00:00,818.89001
91,2001-07-30 10:00:00,823.0499900000001
92,2001-07-30 11:00:00,822.65997
93,2001-07-30 12:00:00,820.64001
94,2001-07-30 13:00:00,817.6799900000001
95,2001-07-30 14:00:00,816.4299900000001
96,2001-07-30 15:00:00,814.81
97,2001-07-30 16:00:00,819.4299900000001
98,2001-07-31 10:00:00,821.66998
99,2001-07-31 11:00:00,820.19
100,2001-07-31 12:00:00,821.51001
101,2001-07-31 13:00:00,823.27002
102,2001-07-31 14:00:00,828.69
103,2001-07-31 15:00:00,833.65002
104,2001-07-31 16:00:00,835.96997
105,2001-08-01 10:00:00,842.7000099999999
106,2001-08-01 11:00:00,841.8300199999999
107,2001-08-01 12:00:00,839.1799900000001
108,2001-08-01 13:00:00,843.6699800000001
109,2001-08-01 14:00:00,844.7100199999999
110,2001-08-01 15:00:00,839.06
111,2001-08-01 16:00:00,830.28998
112,2001-08-02 10:00:00,840.1599699999999
113,2001-08-02 11:00:00,845.0200199999999
114,2001-08-02 12:00:00,843.6799900000001
115,2001-08-02 13:00:00,847.12
116,2001-08-02 14:00:00,853.23999
117,2001-08-02 15:00:00,853.4799800000001
118,2001-08-02 16:00:00,859.7899800000001
119,2001-08-03 10:00:00,868.4600199999999
120,2001-08-03 11:00:00,877.0300300000001
121,2001-08-03 12:00:00,875.9699699999999
122,2001-08-03 13:00:00,880.0900300000001
123,2001-08-03 14:00:00,879.73999
124,2001-08-03 15:00:00,880.8499800000001
125,2001-08-03 16:00:00,884.2700199999999
126,2001-08-06 10:00:00,888.76001
127,2001-08-06 11:00:00,885.39001
128,2001-08-06 12:00:00,885.69
129,2001-08-06 13:00:00,886.2000099999999
130,2001-08-06 14:00:00,884.0200199999999
131,2001-08-06 15:00:00,876.9799800000001
132,2001-08-06 16:00:00,872.7199699999999
133,2001-08-07 10:00:00,862.5
134,2001-08-07 11:00:00,862.39001
135,2001-08-07 12:00:00,862.7800300000001
136,2001-08-07 13:00:00,862.85999
137,2001-08-07 14:00:00,857.7999900000001
138,2001-08-07 15:00:00,853.9699699999999
139,2001-08-07 16:00:00,854.2299800000001
140,2001-08-08 10:00:00,847.4500099999999
