date,daily_mtm_per_lot,slippage,Portdolio
09-02-2017,-648.75,-300,"? 14,43,951.25"
10-02-2017,-450,-300,"? 14,43,201.25"
13-02-2017,-742.5,-300,"? 14,42,158.75"
14-02-2017,0,-300,"? 14,41,858.75"
15-02-2017,3813.75,-300,"? 14,45,372.50"
16-02-2017,2295,-300,"? 14,47,367.50"
17-02-2017,0,-300,"? 14,47,067.50"
20-02-2017,3858.75,-300,"? 14,50,626.25"
21-02-2017,225,-300,"? 14,50,551.25"
22-02-2017,-1837.5,-300,"? 14,48,413.75"
23-02-2017,-1488.75,-300,"? 14,46,625.00"
27-02-2017,1732.5,-300,"? 14,48,057.50"
28-02-2017,1207.5,-300,"? 14,48,965.00"
01-03-2017,-37.5,-300,"? 14,48,627.50"
02-03-2017,5838.75,-300,"? 14,54,166.25"
03-03-2017,-1151.25,-300,"? 14,52,715.00"
06-03-2017,581.25,-300,"? 14,52,996.25"
07-03-2017,232.5,-300,"? 14,52,928.75"
08-03-2017,1068.75,-300,"? 14,53,697.50"
09-03-2017,498.75,-300,"? 14,53,896.25"
10-03-2017,675,-300,"? 14,54,271.25"
14-03-2017,0,-300,"? 14,53,971.25"
15-03-2017,-1668.75,-300,"? 14,52,002.50"
16-03-2017,562.5,-300,"? 14,52,265.00"
17-03-2017,993.75,-300,"? 14,52,958.75"
20-03-2017,-303.75,-300,"? 14,52,355.00"
21-03-2017,-266.25,-300,"? 14,51,788.75"
22-03-2017,896.25,-300,"? 14,52,385.00"
23-03-2017,720,-300,"? 14,52,805.00"
24-03-2017,-2077.5,-300,"? 14,50,427.50"
27-03-2017,600,-300,"? 14,50,727.50"
28-03-2017,945,-300,"? 14,51,372.50"
29-03-2017,1582.5,-300,"? 14,52,655.00"
30-03-2017,-873.75,-300,"? 14,51,481.25"
31-03-2017,-2272.5,-300,"? 14,48,908.75"
03-04-2017,1770,-300,"? 14,50,378.75"
05-04-2017,-221.25,-300,"? 14,49,857.50"
06-04-2017,1875,-300,"? 14,51,432.50"
07-04-2017,-438.75,-300,"? 14,50,693.75"
10-04-2017,1432.5,-300,"? 14,51,826.25"
11-04-2017,1893.75,-300,"? 14,53,420.00"
12-04-2017,0,-300,"? 14,53,120.00"
13-04-2017,1968.75,-300,"? 14,54,788.75"
17-04-2017,0,-300,"? 14,54,488.75"
18-04-2017,750,-300,"? 14,54,938.75"
19-04-2017,-2400,-300,"? 14,52,238.75"
20-04-2017,742.5,-300,"? 14,52,681.25"
21-04-2017,2456.25,-300,"? 14,54,837.50"
24-04-2017,3907.5,-300,"? 14,58,445.00"
25-04-2017,2358.75,-300,"? 14,60,503.75"
26-04-2017,-2272.5,-300,"? 14,57,931.25"
27-04-2017,-1391.25,-300,"? 14,56,240.00"
28-04-2017,-855,-300,"? 14,55,085.00"
02-05-2017,435,-300,"? 14,55,220.00"
03-05-2017,750,-300,"? 14,55,670.00"
04-05-2017,-1117.5,-300,"? 14,54,252.50"
05-05-2017,2943.75,-300,"? 14,56,896.25"
08-05-2017,-903.75,-300,"? 14,55,692.50"
09-05-2017,0,-300,"? 14,55,392.50"
10-05-2017,1886.25,-300,"? 14,56,978.75"
11-05-2017,-322.5,-300,"? 14,56,356.25"
12-05-2017,-1638.75,-300,"? 14,54,417.50"
15-05-2017,487.5,-300,"? 14,54,605.00"
16-05-2017,1563.75,-300,"? 14,55,868.75"
17-05-2017,-3161.25,-300,"? 14,52,407.50"
18-05-2017,2332.5,-300,"? 14,54,440.00"
19-05-2017,2730,-300,"? 14,56,870.00"
22-05-2017,1237.5,-300,"? 14,57,807.50"
23-05-2017,-18.75,-300,"? 14,57,488.75"
24-05-2017,-153.75,-300,"? 14,57,035.00"
25-05-2017,7087.5,-300,"? 14,63,822.50"
26-05-2017,2452.5,-300,"? 14,65,975.00"
29-05-2017,-1327.5,-300,"? 14,64,347.50"
30-05-2017,-592.5,-300,"? 14,63,455.00"
31-05-2017,-3285,-300,"? 14,59,870.00"
01-06-2017,-2396.25,-300,"? 14,57,173.75"
02-06-2017,0,-300,"? 14,56,873.75"
05-06-2017,367.5,-300,"? 14,56,941.25"
06-06-2017,1875,-300,"? 14,58,516.25"
07-06-2017,-2550,-300,"? 14,55,666.25"
08-06-2017,285,-300,"? 14,55,651.25"
09-06-2017,1890,-300,"? 14,57,241.25"
12-06-2017,-701.25,-300,"? 14,56,240.00"
13-06-2017,-146.25,-300,"? 14,55,793.75"
14-06-2017,-2261.25,-300,"? 14,53,232.50"
15-06-2017,1230,-300,"? 14,54,162.50"
16-06-2017,457.5,-300,"? 14,54,320.00"
19-06-2017,1837.5,-300,"? 14,55,857.50"
20-06-2017,-296.25,-300,"? 14,55,261.25"
21-06-2017,-1792.5,-300,"? 14,53,168.75"
22-06-2017,-180,-300,"? 14,52,688.75"
23-06-2017,858.75,-300,"? 14,53,247.50"
27-06-2017,2257.5,-300,"? 14,55,205.00"
28-06-2017,-3641.25,-300,"? 14,51,263.75"
29-06-2017,52.5,-300,"? 14,51,016.25"
30-06-2017,3521.25,-300,"? 14,54,237.50"
03-07-2017,2388.75,-300,"? 14,56,326.25"
04-07-2017,1503.75,-300,"? 14,57,530.00"
05-07-2017,956.25,-300,"? 14,58,186.25"
06-07-2017,157.5,-300,"? 14,58,043.75"
07-07-2017,-168.75,-300,"? 14,57,575.00"
10-07-2017,2471.25,-300,"? 14,59,746.25"
11-07-2017,-2212.5,-300,"? 14,57,233.75"
12-07-2017,-1623.75,-300,"? 14,55,310.00"
13-07-2017,221.25,-300,"? 14,55,231.25"
14-07-2017,-1657.5,-300,"? 14,53,273.75"
17-07-2017,-292.5,-300,"? 14,52,681.25"
18-07-2017,423.75,-300,"? 14,52,805.00"
19-07-2017,2298.75,-300,"? 14,54,803.75"
20-07-2017,1848.75,-300,"? 14,56,352.50"
21-07-2017,-2838.75,-300,"? 14,53,213.75"
24-07-2017,997.5,-300,"? 14,53,911.25"
25-07-2017,-540,-300,"? 14,53,071.25"
26-07-2017,2388.75,-300,"? 14,55,160.00"
27-07-2017,705,-300,"? 14,55,565.00"
28-07-2017,-3442.5,-300,"? 14,51,822.50"
31-07-2017,2302.5,-300,"? 14,53,825.00"
01-08-2017,37.5,-300,"? 14,53,562.50"
02-08-2017,3592.5,-300,"? 14,56,855.00"
03-08-2017,1995,-300,"? 14,58,550.00"
04-08-2017,1665,-300,"? 14,59,915.00"
07-08-2017,667.5,-300,"? 14,60,282.50"
08-08-2017,52.5,-300,"? 14,60,035.00"
09-08-2017,255,-300,"? 14,59,990.00"
10-08-2017,-3562.5,-300,"? 14,56,127.50"
11-08-2017,-611.25,-300,"? 14,55,216.25"
14-08-2017,-60,-300,"? 14,54,856.25"
16-08-2017,5895,-300,"? 14,60,451.25"
17-08-2017,600,-300,"? 14,60,751.25"
18-08-2017,-1087.5,-300,"? 14,59,363.75"
21-08-2017,7462.5,-300,"? 14,66,526.25"
22-08-2017,-757.5,-300,"? 14,65,468.75"
23-08-2017,2632.5,-300,"? 14,67,801.25"
24-08-2017,0,-300,"? 14,67,501.25"
28-08-2017,120,-300,"? 14,67,321.25"
29-08-2017,2895,-300,"? 14,69,916.25"
30-08-2017,258.75,-300,"? 14,69,875.00"
31-08-2017,-1327.5,-300,"? 14,68,247.50"
01-09-2017,716.25,-300,"? 14,68,663.75"
04-09-2017,3678.75,-300,"? 14,72,042.50"
05-09-2017,-2362.5,-300,"? 14,69,380.00"
06-09-2017,378.75,-300,"? 14,69,458.75"
07-09-2017,1316.25,-300,"? 14,70,475.00"
08-09-2017,1908.75,-300,"? 14,72,083.75"
11-09-2017,1181.25,-300,"? 14,72,965.00"
12-09-2017,2392.5,-300,"? 14,75,057.50"
13-09-2017,-1657.5,-300,"? 14,73,100.00"
14-09-2017,1402.5,-300,"? 14,74,202.50"
15-09-2017,-2407.5,-300,"? 14,71,495.00"
18-09-2017,-772.5,-300,"? 14,70,422.50"
19-09-2017,-472.5,-300,"? 14,69,650.00"
20-09-2017,810,-300,"? 14,70,160.00"
21-09-2017,-2715,-300,"? 14,67,145.00"
22-09-2017,4177.5,-300,"? 14,71,022.50"
25-09-2017,-1601.25,-300,"? 14,69,121.25"
26-09-2017,-5002.5,-300,"? 14,63,818.75"
27-09-2017,7582.5,-300,"? 14,71,101.25"
28-09-2017,922.5,-300,"? 14,71,723.75"
29-09-2017,-536.25,-300,"? 14,70,887.50"
03-10-2017,0,-300,"? 14,70,587.50"
04-10-2017,1713.75,-300,"? 14,72,001.25"
05-10-2017,2167.5,-300,"? 14,73,868.75"
06-10-2017,2107.5,-300,"? 14,75,676.25"
09-10-2017,0,-300,"? 14,75,376.25"
10-10-2017,-4117.5,-300,"? 14,70,958.75"
11-10-2017,3442.5,-300,"? 14,74,101.25"
12-10-2017,5617.5,-300,"? 14,79,418.75"
13-10-2017,270,-300,"? 14,79,388.75"
16-10-2017,-1687.5,-300,"? 14,77,401.25"
17-10-2017,210,-300,"? 14,77,311.25"
18-10-2017,-480,-300,"? 14,76,531.25"
19-10-2017,0,-300,"? 14,76,231.25"
23-10-2017,-2272.5,-300,"? 14,73,658.75"
24-10-2017,-3787.5,-300,"? 14,69,571.25"
25-10-2017,-3390,-300,"? 14,65,881.25"
26-10-2017,3465,-300,"? 14,69,046.25"
27-10-2017,1590,-300,"? 14,70,336.25"
30-10-2017,-1290,-300,"? 14,68,746.25"
31-10-2017,195,-300,"? 14,68,641.25"
01-11-2017,682.5,-300,"? 14,69,023.75"
02-11-2017,645,-300,"? 14,69,368.75"
03-11-2017,0,-300,"? 14,69,068.75"
06-11-2017,-637.5,-300,"? 14,68,131.25"
07-11-2017,5467.5,-300,"? 14,73,298.75"
08-11-2017,1897.5,-300,"? 14,74,896.25"
09-11-2017,1950,-300,"? 14,76,546.25"
10-11-2017,-1440,-300,"? 14,74,806.25"
13-11-2017,4395,-300,"? 14,78,901.25"
14-11-2017,1275,-300,"? 14,79,876.25"
15-11-2017,52.5,-300,"? 14,79,628.75"
16-11-2017,4837.5,-300,"? 14,84,166.25"
17-11-2017,3112.5,-300,"? 14,86,978.75"
20-11-2017,-187.5,-300,"? 14,86,491.25"
21-11-2017,375,-300,"? 14,86,566.25"
22-11-2017,-2332.5,-300,"? 14,83,933.75"
23-11-2017,-2992.5,-300,"? 14,80,641.25"
24-11-2017,330,-300,"? 14,80,671.25"
27-11-2017,682.5,-300,"? 14,81,053.75"
28-11-2017,-375,-300,"? 14,80,378.75"
29-11-2017,-420,-300,"? 14,79,658.75"
30-11-2017,4230,-300,"? 14,83,588.75"
01-12-2017,8512.5,-300,"? 14,91,801.25"
04-12-2017,0,-300,"? 14,91,501.25"
05-12-2017,322.5,-300,"? 14,91,523.75"
06-12-2017,2850,-300,"? 14,94,073.75"
07-12-2017,5122.5,-300,"? 14,98,896.25"
08-12-2017,2107.5,-300,"? 15,00,703.75"
11-12-2017,-787.5,-300,"? 14,99,616.25"
12-12-2017,2550,-300,"? 15,01,866.25"
13-12-2017,-712.5,-300,"? 15,00,853.75"
14-12-2017,-682.5,-300,"? 14,99,871.25"
15-12-2017,810,-300,"? 15,00,381.25"
18-12-2017,-877.5,-300,"? 14,99,203.75"
19-12-2017,3285,-300,"? 15,02,188.75"
20-12-2017,247.5,-300,"? 15,02,136.25"
21-12-2017,885,-300,"? 15,02,721.25"
22-12-2017,660,-300,"? 15,03,081.25"
26-12-2017,-345,-300,"? 15,02,436.25"
27-12-2017,2085,-300,"? 15,04,221.25"
28-12-2017,1372.5,-300,"? 15,05,293.75"
29-12-2017,750,-300,"? 15,05,743.75"
01-01-2018,5340,-300,"? 15,10,783.75"
02-01-2018,-1886.25,-300,"? 15,08,597.50"
03-01-2018,2021.25,-300,"? 15,10,318.75"
04-01-2018,2767.5,-300,"? 15,12,786.25"
05-01-2018,-1826.25,-300,"? 15,10,660.00"
08-01-2018,202.5,-300,"? 15,10,562.50"
09-01-2018,-3686.25,-300,"? 15,06,576.25"
10-01-2018,588.75,-300,"? 15,06,865.00"
11-01-2018,1035,-300,"? 15,07,600.00"
12-01-2018,30,-300,"? 15,07,330.00"
15-01-2018,-1946.25,-300,"? 15,05,083.75"
16-01-2018,2283.75,-300,"? 15,07,067.50"
17-01-2018,4665,-300,"? 15,11,432.50"
18-01-2018,2370,-300,"? 15,13,502.50"
19-01-2018,3731.25,-300,"? 15,16,933.75"
22-01-2018,2456.25,-300,"? 15,19,090.00"
23-01-2018,3131.25,-300,"? 15,21,921.25"
24-01-2018,0,-300,"? 15,21,621.25"
25-01-2018,0,-300,"? 15,21,321.25"
29-01-2018,-1571.25,-300,"? 15,19,450.00"
30-01-2018,-652.5,-300,"? 15,18,497.50"
31-01-2018,-862.5,-300,"? 15,17,335.00"
01-02-2018,-4083.75,-300,"? 15,12,951.25"
02-02-2018,12675,-300,"? 15,25,326.25"
05-02-2018,802.5,-300,"? 15,25,828.75"
06-02-2018,8377.5,-300,"? 15,33,906.25"
07-02-2018,6078.75,-300,"? 15,39,685.00"
08-02-2018,795,-300,"? 15,40,180.00"
09-02-2018,-1792.5,-300,"? 15,38,087.50"
12-02-2018,285,-300,"? 15,38,072.50"
14-02-2018,5542.5,-300,"? 15,43,315.00"
15-02-2018,-4488.75,-300,"? 15,38,526.25"
16-02-2018,8047.5,-300,"? 15,46,273.75"
19-02-2018,-615,-300,"? 15,45,358.75"
20-02-2018,1222.5,-300,"? 15,46,281.25"
21-02-2018,0,-300,"? 15,45,981.25"
22-02-2018,-26.25,-300,"? 15,45,655.00"
23-02-2018,5373.75,-300,"? 15,50,728.75"
26-02-2018,787.5,-300,"? 15,51,216.25"
27-02-2018,1027.5,-300,"? 15,51,943.75"
28-02-2018,-855,-300,"? 15,50,788.75"
01-03-2018,2336.25,-300,"? 15,52,825.00"
05-03-2018,-56.25,-300,"? 15,52,468.75"
06-03-2018,13657.5,-300,"? 15,65,826.25"
07-03-2018,2610,-300,"? 15,68,136.25"
08-03-2018,-5006.25,-300,"? 15,62,830.00"
09-03-2018,-2418.75,-300,"? 15,60,111.25"
12-03-2018,6303.75,-300,"? 15,66,115.00"
13-03-2018,-7357.5,-300,"? 15,58,457.50"
14-03-2018,-1102.5,-300,"? 15,57,055.00"
15-03-2018,1702.5,-300,"? 15,58,457.50"
16-03-2018,6360,-300,"? 15,64,517.50"
19-03-2018,5370,-300,"? 15,69,587.50"
20-03-2018,1023.75,-300,"? 15,70,311.25"
21-03-2018,-588.75,-300,"? 15,69,422.50"
22-03-2018,3720,-300,"? 15,72,842.50"
23-03-2018,-5028.75,-300,"? 15,67,513.75"
26-03-2018,7916.25,-300,"? 15,75,130.00"
27-03-2018,-4668.75,-300,"? 15,70,161.25"
28-03-2018,-3236.25,-300,"? 15,66,625.00"
02-04-2018,3423.75,-300,"? 15,69,748.75"
03-04-2018,-1608.75,-300,"? 15,67,840.00"
04-04-2018,7402.5,-300,"? 15,74,942.50"
05-04-2018,3900,-300,"? 15,78,542.50"
06-04-2018,-213.75,-300,"? 15,78,028.75"
09-04-2018,-1147.5,-300,"? 15,76,581.25"
10-04-2018,315,-300,"? 15,76,596.25"
11-04-2018,0,-300,"? 15,76,296.25"
12-04-2018,1987.5,-300,"? 15,77,983.75"
13-04-2018,-1713.75,-300,"? 15,75,970.00"
16-04-2018,4132.5,-300,"? 15,79,802.50"
17-04-2018,-3236.25,-300,"? 15,76,266.25"
18-04-2018,-1132.5,-300,"? 15,74,833.75"
19-04-2018,-1676.25,-300,"? 15,72,857.50"
20-04-2018,-165,-300,"? 15,72,392.50"
23-04-2018,-716.25,-300,"? 15,71,376.25"
24-04-2018,-2197.5,-300,"? 15,68,878.75"
25-04-2018,1046.25,-300,"? 15,69,625.00"
26-04-2018,2051.25,-300,"? 15,71,376.25"
27-04-2018,-630,-300,"? 15,70,446.25"
30-04-2018,-757.5,-300,"? 15,69,388.75"
02-05-2018,-11.25,-300,"? 15,69,077.50"
03-05-2018,438.75,-300,"? 15,69,216.25"
04-05-2018,1552.5,-300,"? 15,70,468.75"
07-05-2018,5006.25,-300,"? 15,75,175.00"
08-05-2018,258.75,-300,"? 15,75,133.75"
09-05-2018,1852.5,-300,"? 15,76,686.25"
10-05-2018,2985,-300,"? 15,79,371.25"
11-05-2018,3003.75,-300,"? 15,82,075.00"
14-05-2018,-480,-300,"? 15,81,295.00"
15-05-2018,-210,-300,"? 15,80,785.00"
16-05-2018,-761.25,-300,"? 15,79,723.75"
17-05-2018,3108.75,-300,"? 15,82,532.50"
18-05-2018,2385,-300,"? 15,84,617.50"
21-05-2018,3851.25,-300,"? 15,88,168.75"
22-05-2018,0,-300,"? 15,87,868.75"
23-05-2018,4278.75,-300,"? 15,91,847.50"
24-05-2018,4931.25,-300,"? 15,96,478.75"
25-05-2018,3326.25,-300,"? 15,99,505.00"
28-05-2018,941.25,-300,"? 16,00,146.25"
29-05-2018,1571.25,-300,"? 16,01,417.50"
30-05-2018,1398.75,-300,"? 16,02,516.25"
31-05-2018,1050,-300,"? 16,03,266.25"
01-06-2018,2835,-300,"? 16,05,801.25"
04-06-2018,2463.75,-300,"? 16,07,965.00"
05-06-2018,-1136.25,-300,"? 16,06,528.75"
06-06-2018,3528.75,-300,"? 16,09,757.50"
07-06-2018,-446.25,-300,"? 16,09,011.25"
08-06-2018,-2775,-300,"? 16,05,936.25"
11-06-2018,-3371.25,-300,"? 16,02,265.00"
12-06-2018,1822.5,-300,"? 16,03,787.50"
13-06-2018,-2175,-300,"? 16,01,312.50"
14-06-2018,-1406.25,-300,"? 15,99,606.25"
15-06-2018,-4106.25,-300,"? 15,95,200.00"
18-06-2018,0,-300,"? 15,94,900.00"
19-06-2018,2812.5,-300,"? 15,97,412.50"
20-06-2018,1773.75,-300,"? 15,98,886.25"
21-06-2018,1961.25,-300,"? 16,00,547.50"
22-06-2018,4758.75,-300,"? 16,05,006.25"
25-06-2018,3157.5,-300,"? 16,07,863.75"
26-06-2018,-1215,-300,"? 16,06,348.75"
27-06-2018,6967.5,-300,"? 16,13,016.25"
28-06-2018,3926.25,-300,"? 16,16,642.50"
29-06-2018,3555,-300,"? 16,19,897.50"
02-07-2018,-187.5,-300,"? 16,19,410.00"
03-07-2018,1665,-300,"? 16,20,775.00"
04-07-2018,4293.75,-300,"? 16,24,768.75"
05-07-2018,378.75,-300,"? 16,24,847.50"
06-07-2018,-1053.75,-300,"? 16,23,493.75"
09-07-2018,-645,-300,"? 16,22,548.75"
10-07-2018,2373.75,-300,"? 16,24,622.50"
11-07-2018,-1650,-300,"? 16,22,672.50"
12-07-2018,-1027.5,-300,"? 16,21,345.00"
13-07-2018,-532.5,-300,"? 16,20,512.50"
16-07-2018,2962.5,-300,"? 16,23,175.00"
17-07-2018,2231.25,-300,"? 16,25,106.25"
18-07-2018,4102.5,-300,"? 16,28,908.75"
19-07-2018,-2043.75,-300,"? 16,26,565.00"
20-07-2018,-56.25,-300,"? 16,26,208.75"
23-07-2018,2302.5,-300,"? 16,28,211.25"
24-07-2018,-4935,-300,"? 16,22,976.25"
25-07-2018,-3183.75,-300,"? 16,19,492.50"
26-07-2018,-3551.25,-300,"? 16,15,641.25"
27-07-2018,2002.5,-300,"? 16,17,343.75"
30-07-2018,-1852.5,-300,"? 16,15,191.25"
31-07-2018,2265,-300,"? 16,17,156.25"
01-08-2018,2962.5,-300,"? 16,19,818.75"
02-08-2018,2190,-300,"? 16,21,708.75"
03-08-2018,2343.75,-300,"? 16,23,752.50"
06-08-2018,-682.5,-300,"? 16,22,770.00"
07-08-2018,225,-300,"? 16,22,695.00"
08-08-2018,2662.5,-300,"? 16,25,057.50"
09-08-2018,105,-300,"? 16,24,862.50"
10-08-2018,990,-300,"? 16,25,552.50"
13-08-2018,-412.5,-300,"? 16,24,840.00"
14-08-2018,1440,-300,"? 16,25,980.00"
16-08-2018,-4207.5,-300,"? 16,21,472.50"
17-08-2018,187.5,-300,"? 16,21,360.00"
20-08-2018,1155,-300,"? 16,22,215.00"
21-08-2018,-2017.5,-300,"? 16,19,897.50"
23-08-2018,-1582.5,-300,"? 16,18,015.00"
24-08-2018,772.5,-300,"? 16,18,487.50"
27-08-2018,3037.5,-300,"? 16,21,225.00"
28-08-2018,0,-300,"? 16,20,925.00"
29-08-2018,2640,-300,"? 16,23,265.00"
30-08-2018,-1368.75,-300,"? 16,21,596.25"
31-08-2018,-660,-300,"? 16,20,636.25"
03-09-2018,8463.75,-300,"? 16,28,800.00"
04-09-2018,877.5,-300,"? 16,29,377.50"
05-09-2018,1770,-300,"? 16,30,847.50"
06-09-2018,-6930,-300,"? 16,23,617.50"
07-09-2018,2437.5,-300,"? 16,25,755.00"
10-09-2018,4706.25,-300,"? 16,30,161.25"
11-09-2018,10563.75,-300,"? 16,40,425.00"
12-09-2018,-2748.75,-300,"? 16,37,376.25"
14-09-2018,3168.75,-300,"? 16,40,245.00"
17-09-2018,2587.5,-300,"? 16,42,532.50"
18-09-2018,6585,-300,"? 16,48,817.50"
19-09-2018,990,-300,"? 16,49,507.50"
21-09-2018,8628.75,-300,"? 16,57,836.25"
24-09-2018,5718.75,-300,"? 16,63,255.00"
25-09-2018,8546.25,-300,"? 16,71,501.25"
26-09-2018,1451.25,-300,"? 16,72,652.50"
27-09-2018,4477.5,-300,"? 16,76,830.00"
28-09-2018,1113.75,-300,"? 16,77,643.75"
01-10-2018,1601.25,-300,"? 16,78,945.00"
03-10-2018,-4758.75,-300,"? 16,73,886.25"
04-10-2018,9311.25,-300,"? 16,82,897.50"
05-10-2018,15510,-300,"? 16,98,107.50"
08-10-2018,-12821.25,-300,"? 16,84,986.25"
09-10-2018,2707.5,-300,"? 16,87,393.75"
10-10-2018,3431.25,-300,"? 16,90,525.00"
11-10-2018,2497.5,-300,"? 16,92,722.50"
12-10-2018,1380,-300,"? 16,93,802.50"
15-10-2018,-6960,-300,"? 16,86,542.50"
16-10-2018,-862.5,-300,"? 16,85,380.00"
17-10-2018,12333.75,-300,"? 16,97,413.75"
19-10-2018,221.25,-300,"? 16,97,335.00"
22-10-2018,3000,-300,"? 17,00,035.00"
23-10-2018,-5411.25,-300,"? 16,94,323.75"
24-10-2018,-2085,-300,"? 16,91,938.75"
25-10-2018,-6393.75,-300,"? 16,85,245.00"
26-10-2018,-7721.25,-300,"? 16,77,223.75"
29-10-2018,12348.75,-300,"? 16,89,272.50"
30-10-2018,-3341.25,-300,"? 16,85,631.25"
31-10-2018,123.75,-300,"? 16,85,455.00"
01-11-2018,-1567.5,-300,"? 16,83,587.50"
02-11-2018,1683.75,-300,"? 16,84,971.25"
05-11-2018,-1908.75,-300,"? 16,82,762.50"
06-11-2018,2557.5,-300,"? 16,85,020.00"
07-11-2018,0,-300,"? 16,84,720.00"
09-11-2018,-2351.25,-300,"? 16,82,068.75"
12-11-2018,7668.75,-300,"? 16,89,437.50"
13-11-2018,6183.75,-300,"? 16,95,321.25"
14-11-2018,-281.25,-300,"? 16,94,740.00"
15-11-2018,-258.75,-300,"? 16,94,181.25"
16-11-2018,-6971.25,-300,"? 16,86,910.00"
19-11-2018,1072.5,-300,"? 16,87,682.50"
20-11-2018,5283.75,-300,"? 16,92,666.25"
21-11-2018,-540,-300,"? 16,91,826.25"
22-11-2018,6577.5,-300,"? 16,98,103.75"
26-11-2018,1050,-300,"? 16,98,853.75"
27-11-2018,4061.25,-300,"? 17,02,615.00"
28-11-2018,-1083.75,-300,"? 17,01,231.25"
29-11-2018,4916.25,-300,"? 17,05,847.50"
30-11-2018,97.5,-300,"? 17,05,645.00"
03-12-2018,1143.75,-300,"? 17,06,488.75"
04-12-2018,-1665,-300,"? 17,04,523.75"
05-12-2018,-165,-300,"? 17,04,058.75"
06-12-2018,5070,-300,"? 17,08,828.75"
07-12-2018,-2130,-300,"? 17,06,398.75"
10-12-2018,1241.25,-300,"? 17,07,340.00"
11-12-2018,11542.5,-300,"? 17,18,582.50"
12-12-2018,6750,-300,"? 17,25,032.50"
13-12-2018,-5171.25,-300,"? 17,19,561.25"
14-12-2018,0,-300,"? 17,19,261.25"
17-12-2018,1301.25,-300,"? 17,20,262.50"
18-12-2018,3727.5,-300,"? 17,23,690.00"
19-12-2018,-4147.5,-300,"? 17,19,242.50"
20-12-2018,-1372.5,-300,"? 17,17,570.00"
21-12-2018,10072.5,-300,"? 17,27,342.50"
24-12-2018,3180,-300,"? 17,30,222.50"
26-12-2018,1530,-300,"? 17,31,452.50"
27-12-2018,-2707.5,-300,"? 17,28,445.00"
28-12-2018,-1563.75,-300,"? 17,26,581.25"
31-12-2018,1076.25,-300,"? 17,27,357.50"
01-01-2019,-1968.75,-300,"? 17,25,088.75"
02-01-2019,2643.75,-300,"? 17,27,432.50"
03-01-2019,2917.5,-300,"? 17,30,050.00"
04-01-2019,-4428.75,-300,"? 17,25,321.25"
07-01-2019,-1878.75,-300,"? 17,23,142.50"
08-01-2019,-176.25,-300,"? 17,22,666.25"
09-01-2019,63.75,-300,"? 17,22,430.00"
10-01-2019,903.75,-300,"? 17,23,033.75"
11-01-2019,2790,-300,"? 17,25,523.75"
14-01-2019,-1717.5,-300,"? 17,23,506.25"
15-01-2019,3723.75,-300,"? 17,26,930.00"
16-01-2019,461.25,-300,"? 17,27,091.25"
17-01-2019,-1980,-300,"? 17,24,811.25"
18-01-2019,-2572.5,-300,"? 17,21,938.75"
21-01-2019,-2235,-300,"? 17,19,403.75"
22-01-2019,-922.5,-300,"? 17,18,181.25"
23-01-2019,3390,-300,"? 17,21,271.25"
24-01-2019,1248.75,-300,"? 17,22,220.00"
25-01-2019,6138.75,-300,"? 17,28,058.75"
28-01-2019,2193.75,-300,"? 17,29,952.50"
29-01-2019,-3030,-300,"? 17,26,622.50"
30-01-2019,2685,-300,"? 17,29,007.50"
31-01-2019,8298.75,-300,"? 17,37,006.25"
01-02-2019,-4946.25,-300,"? 17,31,760.00"
04-02-2019,735,-300,"? 17,32,195.00"
05-02-2019,686.25,-300,"? 17,32,581.25"
06-02-2019,3952.5,-300,"? 17,36,233.75"
07-02-2019,-6817.5,-300,"? 17,29,116.25"
08-02-2019,5988.75,-300,"? 17,34,805.00"
11-02-2019,0,-300,"? 17,34,505.00"
12-02-2019,3060,-300,"? 17,37,265.00"
13-02-2019,5396.25,-300,"? 17,42,361.25"
14-02-2019,-1140,-300,"? 17,40,921.25"
15-02-2019,-3303.75,-300,"? 17,37,317.50"
18-02-2019,1672.5,-300,"? 17,38,690.00"
19-02-2019,303.75,-300,"? 17,38,693.75"
20-02-2019,1042.5,-300,"? 17,39,436.25"
21-02-2019,821.25,-300,"? 17,39,957.50"
22-02-2019,-378.75,-300,"? 17,39,278.75"
25-02-2019,3813.75,-300,"? 17,42,792.50"
26-02-2019,123.75,-300,"? 17,42,616.25"
27-02-2019,4316.25,-300,"? 17,46,632.50"
28-02-2019,450,-300,"? 17,46,782.50"
01-03-2019,-2182.5,-300,"? 17,44,300.00"
05-03-2019,9116.25,-300,"? 17,53,116.25"
06-03-2019,-5276.25,-300,"? 17,47,540.00"
07-03-2019,-3862.5,-300,"? 17,43,377.50"
08-03-2019,-318.75,-300,"? 17,42,758.75"
11-03-2019,2816.25,-300,"? 17,45,275.00"
12-03-2019,671.25,-300,"? 17,45,646.25"
13-03-2019,926.25,-300,"? 17,46,272.50"
14-03-2019,-562.5,-300,"? 17,45,410.00"
15-03-2019,352.5,-300,"? 17,45,462.50"
18-03-2019,176.25,-300,"? 17,45,338.75"
19-03-2019,-15,-300,"? 17,45,023.75"
20-03-2019,-153.75,-300,"? 17,44,570.00"
22-03-2019,6048.75,-300,"? 17,50,318.75"
25-03-2019,-97.5,-300,"? 17,49,921.25"
26-03-2019,5962.5,-300,"? 17,55,583.75"
27-03-2019,2340,-300,"? 17,57,623.75"
28-03-2019,5130,-300,"? 17,62,453.75"
